Time	voltage_A	voltage_B	voltage_C
2.5778	-2.05941e-06	-29.5601	88.1434
2.57785	1.64131e-06	-30.8695	88.3984
2.5779	-2.06511e-06	-32.1713	88.6315
2.57795	1.6357e-06	-33.4651	88.8428
2.578	-2.07061e-06	-34.7507	89.0321
2.57805	1.6303e-06	-36.0277	89.1995
2.5781	-2.07588e-06	-37.2958	89.3449
2.57815	1.62512e-06	-38.5547	89.4682
2.5782	-2.08094e-06	-39.8041	89.5695
2.57825	1.62016e-06	-41.0437	89.6486
2.5783	-2.08577e-06	-42.2732	89.7057
2.57835	1.61543e-06	-43.4922	89.7406
2.5784	-2.09037e-06	-44.7005	89.7533
2.57845	1.61093e-06	-45.8978	89.7439
2.5785	-2.09474e-06	-47.0837	89.7124
2.57855	1.60667e-06	-48.258	89.6587
2.5786	-2.09887e-06	-49.4204	89.583
2.57865	1.60265e-06	-50.5707	89.4851
2.5787	-2.10275e-06	-51.7084	89.3651
2.57875	1.59888e-06	-52.8334	89.2231
2.5788	-2.10638e-06	-53.9453	89.059
2.57885	1.59536e-06	-55.044	88.873
2.5789	-2.10976e-06	-56.129	88.6651
2.57895	1.59209e-06	-57.2002	88.4353
2.579	-2.11289e-06	-58.2573	88.1837
2.57905	1.58908e-06	-59.3001	87.9103
2.5791	-2.11576e-06	-60.3282	87.6152
2.57915	1.58633e-06	-61.3414	87.2985
2.5792	-2.11837e-06	-62.3394	86.9603
2.57925	1.58383e-06	-63.3221	86.6006
2.5793	-2.12072e-06	-64.2892	86.2195
2.57935	1.58161e-06	-65.2404	85.8172
2.5794	-2.1228e-06	-66.1755	85.3937
2.57945	1.57965e-06	-67.0943	84.9491
2.5795	-2.12461e-06	-67.9965	84.4835
2.57955	1.57795e-06	-68.882	83.9972
2.5796	-2.12615e-06	-69.7504	83.49
2.57965	1.57653e-06	-70.6016	82.9623
2.5797	-2.12743e-06	-71.4355	82.4142
2.57975	1.57538e-06	-72.2517	81.8457
2.5798	-2.12843e-06	-73.05	81.2569
2.57985	1.5745e-06	-73.8304	80.6482
2.5799	-2.12916e-06	-74.5925	80.0195
2.57995	1.5739e-06	-75.3362	79.3711
2.58	-2.12961e-06	-76.0614	78.7032
2.58005	1.57357e-06	-76.7677	78.0158
2.5801	-2.12979e-06	-77.4552	77.3091
2.58015	1.57351e-06	-78.1235	76.5834
2.5802	-2.1297e-06	-78.7725	75.8388
2.58025	1.57373e-06	-79.4021	75.0754
2.5803	-2.12933e-06	-80.0121	74.2936
2.58035	1.57423e-06	-80.6024	73.4934
2.5804	-2.12868e-06	-81.1728	72.6751
2.58045	1.57499e-06	-81.7232	71.8388
2.5805	-2.12777e-06	-82.2534	70.9848
2.58055	1.57603e-06	-82.7633	70.1134
2.5806	-2.12658e-06	-83.2527	69.2246
2.58065	1.57734e-06	-83.7217	68.3187
2.5807	-2.12512e-06	-84.1699	67.396
2.58075	1.57893e-06	-84.5975	66.4566
2.5808	-2.12339e-06	-85.0041	65.5009
2.58085	1.58078e-06	-85.3898	64.5289
2.5809	-2.12139e-06	-85.7544	63.5411
2.58095	1.5829e-06	-86.0978	62.5376
2.581	-2.11912e-06	-86.42	61.5186
2.58105	1.58528e-06	-86.7209	60.4845
2.5811	-2.11659e-06	-87.0003	59.4355
2.58115	1.58793e-06	-87.2583	58.3718
2.5812	-2.1138e-06	-87.4948	57.2936
2.58125	1.59083e-06	-87.7097	56.2014
2.5813	-2.11075e-06	-87.903	55.0953
2.58135	1.594e-06	-88.0745	53.9756
2.5814	-2.10745e-06	-88.2243	52.8425
2.58145	1.59742e-06	-88.3524	51.6965
2.5815	-2.10389e-06	-88.4587	50.5376
2.58155	1.60109e-06	-88.5431	49.3664
2.5816	-2.10008e-06	-88.6057	48.1829
2.58165	1.605e-06	-88.6464	46.9875
2.5817	-2.09603e-06	-88.6653	45.7806
2.58175	1.60916e-06	-88.6623	44.5623
2.5818	-2.09174e-06	-88.6374	43.3331
2.58185	1.61356e-06	-88.5906	42.0931
2.5819	-2.08721e-06	-88.522	40.8428
2.58195	1.61819e-06	-88.4315	39.5824
2.582	-2.08245e-06	-88.3192	38.3123
2.58205	1.62306e-06	-88.1851	37.0326
2.5821	-2.07746e-06	-88.0293	35.7439
2.58215	1.62815e-06	-87.8517	34.4463
2.5822	-2.07224e-06	-87.6525	33.1402
2.58225	1.63346e-06	-87.4316	31.826
2.5823	-2.06681e-06	-87.1892	30.5039
2.58235	1.63898e-06	-86.9253	29.1742
2.5824	-2.06117e-06	-86.6399	27.8374
2.58245	1.64472e-06	-86.3331	26.4937
2.5825	-2.05532e-06	-86.005	25.1435
2.58255	1.65066e-06	-85.6557	23.787
2.5826	-2.04926e-06	-85.2853	22.4247
2.58265	1.65679e-06	-84.8938	21.0569
2.5827	-2.04302e-06	-84.4814	19.6839
2.58275	1.66312e-06	-84.0482	18.306
2.5828	-2.03658e-06	-83.5942	16.9236
2.58285	1.66964e-06	-83.1195	15.537
2.5829	-2.02996e-06	-82.6244	14.1466
2.58295	1.67633e-06	-82.1089	12.7527
2.583	-2.02317e-06	-81.5731	11.3556
2.58305	1.6832e-06	-81.0172	9.95574
2.5831	-2.0162e-06	-80.4413	8.55342
2.58315	1.69023e-06	-79.8456	7.149
2.5832	-2.00907e-06	-79.2301	5.74281
2.58325	1.69743e-06	-78.5952	4.33521
2.5833	-2.00179e-06	-77.9408	2.92653
2.58335	1.70477e-06	-77.2672	1.51714
2.5834	-1.99436e-06	-76.5745	0.107367
2.58345	1.71226e-06	-75.8629	-1.30243
2.5835	-1.98679e-06	-75.1326	-2.71191
2.58355	1.71989e-06	-74.3838	-4.12071
2.5836	-1.97908e-06	-73.6166	-5.5285
2.58365	1.72764e-06	-72.8313	-6.93493
2.5837	-1.97125e-06	-72.028	-8.33964
2.58375	1.73552e-06	-71.2069	-9.7423
2.5838	-1.9633e-06	-70.3682	-11.1426
2.58385	1.74351e-06	-69.5122	-12.5401
2.5839	-1.95524e-06	-68.639	-13.9345
2.58395	1.75161e-06	-67.7489	-15.3254
2.584	-1.94708e-06	-66.8421	-16.7126
2.58405	1.75981e-06	-65.9188	-18.0957
2.5841	-1.93882e-06	-64.9792	-19.4743
2.58415	1.7681e-06	-64.0236	-20.8481
2.5842	-1.93048e-06	-63.0522	-22.2167
2.58425	1.77647e-06	-62.0652	-23.5799
2.5843	-1.92205e-06	-61.063	-24.9373
2.58435	1.78492e-06	-60.0456	-26.2885
2.5844	-1.91356e-06	-59.0134	-27.6332
2.58445	1.79342e-06	-57.9667	-28.9711
2.5845	-1.90501e-06	-56.9057	-30.3018
2.58455	1.80199e-06	-55.8306	-31.6251
2.5846	-1.8964e-06	-54.7418	-32.9406
2.58465	1.81061e-06	-53.6395	-34.2479
2.5847	-1.88775e-06	-52.5239	-35.5468
2.58475	1.81926e-06	-51.3953	-36.8369
2.5848	-1.87907e-06	-50.2541	-38.118
2.58485	1.82795e-06	-49.1005	-39.3896
2.5849	-1.87035e-06	-47.9348	-40.6515
2.58495	1.83666e-06	-46.7572	-41.9034
2.585	-1.86162e-06	-45.5681	-43.1449
2.58505	1.84539e-06	-44.3678	-44.3758
2.5851	-1.85288e-06	-43.1565	-45.5957
2.58515	1.85412e-06	-41.9345	-46.8044
2.5852	-1.84413e-06	-40.7023	-48.0016
2.58525	1.86285e-06	-39.4599	-49.1869
2.5853	-1.8354e-06	-38.2079	-50.36
2.58535	1.87156e-06	-36.9464	-51.5208
2.5854	-1.82668e-06	-35.6758	-52.6688
2.58545	1.88026e-06	-34.3964	-53.8038
2.5855	-1.81798e-06	-33.1085	-54.9256
2.58555	1.88893e-06	-31.8124	-56.0338
2.5856	-1.80932e-06	-30.5085	-57.1282
2.58565	1.89756e-06	-29.197	-58.2085
2.5857	-1.80069e-06	-27.8784	-59.2744
2.58575	1.90615e-06	-26.5529	-60.3257
2.5858	-1.79212e-06	-25.2208	-61.3621
2.58585	1.91468e-06	-23.8825	-62.3834
2.5859	-1.78361e-06	-22.5383	-63.3893
2.58595	1.92315e-06	-21.1886	-64.3795
2.586	-1.77516e-06	-19.8336	-65.3539
2.58605	1.93154e-06	-18.4737	-66.3121
2.5861	-1.76679e-06	-17.1093	-67.254
2.58615	1.93986e-06	-15.7406	-68.1792
2.5862	-1.7585e-06	-14.3681	-69.0877
2.58625	1.94809e-06	-12.992	-69.9791
2.5863	-1.7503e-06	-11.6127	-70.8532
2.58635	1.95623e-06	-10.2306	-71.7099
2.5864	-1.7422e-06	-8.8459	-72.5489
2.58645	1.96426e-06	-7.45904	-73.3699
2.5865	-1.73421e-06	-6.07034	-74.1729
2.58655	1.97218e-06	-4.68014	-74.9575
2.5866	-1.72634e-06	-3.28879	-75.7237
2.58665	1.97998e-06	-1.89662	-76.4712
2.5867	-1.71858e-06	-0.503994	-77.1998
2.58675	1.98766e-06	0.888762	-77.9094
2.5868	-1.71096e-06	2.2813	-78.5997
2.58685	1.99519e-06	3.67327	-79.2707
2.5869	-1.70348e-06	5.06434	-79.922
2.58695	2.00259e-06	6.45416	-80.5537
2.587	-1.69614e-06	7.84238	-81.1655
2.58705	2.00984e-06	9.22867	-81.7573
2.5871	-1.68896e-06	10.6127	-82.3289
2.58715	2.01693e-06	11.9941	-82.8802
2.5872	-1.68194e-06	13.3725	-83.411
2.58725	2.02386e-06	14.7477	-83.9213
2.5873	-1.67508e-06	16.1191	-84.4108
2.58735	2.03062e-06	17.4867	-84.8795
2.5874	-1.6684e-06	18.8499	-85.3273
2.58745	2.0372e-06	20.2084	-85.754
2.5875	-1.66189e-06	21.562	-86.1596
2.58755	2.04359e-06	22.9102	-86.5439
2.5876	-1.65558e-06	24.2528	-86.9069
2.58765	2.0498e-06	25.5895	-87.2484
2.5877	-1.64946e-06	26.9197	-87.5683
2.58775	2.05581e-06	28.2434	-87.8667
2.5878	-1.64353e-06	29.5601	-88.1434
2.58785	2.06162e-06	30.8695	-88.3984
2.5879	-1.63781e-06	32.1713	-88.6315
2.58795	2.06722e-06	33.4651	-88.8428
2.588	-1.63231e-06	34.7507	-89.0321
2.58805	2.07261e-06	36.0277	-89.1995
2.5881	-1.62701e-06	37.2958	-89.3449
2.58815	2.07778e-06	38.5547	-89.4682
2.5882	-1.62194e-06	39.8041	-89.5695
2.58825	2.08272e-06	41.0437	-89.6486
2.5883	-1.6171e-06	42.2732	-89.7057
2.58835	2.08744e-06	43.4922	-89.7406
2.5884	-1.61248e-06	44.7005	-89.7533
2.58845	2.09192e-06	45.8978	-89.7439
2.5885	-1.60811e-06	47.0837	-89.7124
2.58855	2.09617e-06	48.258	-89.6587
2.5886	-1.60397e-06	49.4204	-89.583
2.58865	2.10017e-06	50.5707	-89.4851
2.5887	-1.60007e-06	51.7084	-89.3651
2.58875	2.10393e-06	52.8334	-89.2231
2.5888	-1.59642e-06	53.9453	-89.059
2.58885	2.10744e-06	55.044	-88.873
2.5889	-1.59303e-06	56.129	-88.6651
2.58895	2.11069e-06	57.2002	-88.4353
2.589	-1.58989e-06	58.2573	-88.1837
2.58905	2.11369e-06	59.3001	-87.9103
2.5891	-1.587e-06	60.3282	-87.6152
2.58915	2.11643e-06	61.3414	-87.2985
2.5892	-1.58438e-06	62.3394	-86.9603
2.58925	2.11891e-06	63.3221	-86.6006
2.5893	-1.58202e-06	64.2892	-86.2195
2.58935	2.12112e-06	65.2404	-85.8172
2.5894	-1.57993e-06	66.1755	-85.3937
2.58945	2.12307e-06	67.0943	-84.9491
2.5895	-1.5781e-06	67.9965	-84.4835
2.58955	2.12475e-06	68.882	-83.9972
2.5896	-1.57654e-06	69.7504	-83.4901
2.58965	2.12616e-06	70.6017	-82.9623
2.5897	-1.57526e-06	71.4355	-82.4142
2.58975	2.1273e-06	72.2517	-81.8457
2.5898	-1.57424e-06	73.05	-81.2569
2.58985	2.12816e-06	73.8304	-80.6482
2.5899	-1.5735e-06	74.5925	-80.0195
2.58995	2.12875e-06	75.3362	-79.3711
2.59	-1.57303e-06	76.0614	-78.7032
2.59005	2.12907e-06	76.7677	-78.0158
2.5901	-1.57284e-06	77.4552	-77.3091
2.59015	2.12911e-06	78.1235	-76.5834
2.5902	-1.57292e-06	78.7725	-75.8388
2.59025	2.12888e-06	79.4021	-75.0754
2.5903	-1.57328e-06	80.0121	-74.2936
2.59035	2.12837e-06	80.6024	-73.4934
2.5904	-1.57391e-06	81.1728	-72.6751
2.59045	2.12759e-06	81.7232	-71.8388
2.5905	-1.57481e-06	82.2534	-70.9848
2.59055	2.12654e-06	82.7633	-70.1133
2.5906	-1.57599e-06	83.2527	-69.2246
2.59065	2.12521e-06	83.7217	-68.3187
2.5907	-1.57744e-06	84.1699	-67.396
2.59075	2.12362e-06	84.5975	-66.4566
2.5908	-1.57915e-06	85.0041	-65.5009
2.59085	2.12175e-06	85.3898	-64.5289
2.5909	-1.58114e-06	85.7544	-63.5411
2.59095	2.11962e-06	86.0978	-62.5376
2.591	-1.58339e-06	86.42	-61.5186
2.59105	2.11722e-06	86.7209	-60.4845
2.5911	-1.5859e-06	87.0003	-59.4355
2.59115	2.11456e-06	87.2583	-58.3718
2.5912	-1.58868e-06	87.4948	-57.2936
2.59125	2.11164e-06	87.7097	-56.2014
2.5913	-1.59172e-06	87.903	-55.0953
2.59135	2.10847e-06	88.0745	-53.9756
2.5914	-1.59501e-06	88.2243	-52.8425
2.59145	2.10503e-06	88.3524	-51.6965
2.5915	-1.59855e-06	88.4587	-50.5377
2.59155	2.10135e-06	88.5431	-49.3664
2.5916	-1.60235e-06	88.6057	-48.1829
2.59165	2.09742e-06	88.6464	-46.9875
2.5917	-1.60639e-06	88.6653	-45.7806
2.59175	2.09325e-06	88.6623	-44.5623
2.5918	-1.61067e-06	88.6374	-43.3331
2.59185	2.08884e-06	88.5906	-42.0931
2.5919	-1.61518e-06	88.522	-40.8428
2.59195	2.08419e-06	88.4315	-39.5824
2.592	-1.61993e-06	88.3192	-38.3123
2.59205	2.07931e-06	88.1851	-37.0326
2.5921	-1.62491e-06	88.0293	-35.7439
2.59215	2.07421e-06	87.8517	-34.4463
2.5922	-1.63011e-06	87.6525	-33.1402
2.59225	2.06889e-06	87.4316	-31.826
2.5923	-1.63553e-06	87.1892	-30.5039
2.59235	2.06335e-06	86.9253	-29.1742
2.5924	-1.64116e-06	86.6399	-27.8374
2.59245	2.0576e-06	86.3331	-26.4937
2.5925	-1.647e-06	86.005	-25.1435
2.59255	2.05165e-06	85.6557	-23.787
2.5926	-1.65304e-06	85.2853	-22.4247
2.59265	2.0455e-06	84.8938	-21.0569
2.5927	-1.65927e-06	84.4814	-19.6839
2.59275	2.03915e-06	84.0482	-18.306
2.5928	-1.66569e-06	83.5942	-16.9236
2.59285	2.03263e-06	83.1195	-15.537
2.5929	-1.6723e-06	82.6244	-14.1466
2.59295	2.02592e-06	82.1089	-12.7526
2.593	-1.67908e-06	81.5731	-11.3556
2.59305	2.01904e-06	81.0172	-9.95574
2.5931	-1.68603e-06	80.4413	-8.55342
2.59315	2.01199e-06	79.8456	-7.149
2.5932	-1.69314e-06	79.2301	-5.74281
2.59325	2.00479e-06	78.5952	-4.33521
2.5933	-1.70041e-06	77.9408	-2.92653
2.59335	1.99743e-06	77.2672	-1.51714
2.5934	-1.70783e-06	76.5745	-0.107368
2.59345	1.98992e-06	75.8629	1.30243
2.5935	-1.71539e-06	75.1326	2.7119
2.59355	1.98228e-06	74.3838	4.12071
2.5936	-1.72308e-06	73.6166	5.5285
2.59365	1.97452e-06	72.8313	6.93493
2.5937	-1.7309e-06	72.028	8.33964
2.59375	1.96662e-06	71.2069	9.7423
2.5938	-1.73884e-06	70.3682	11.1426
2.59385	1.95862e-06	69.5122	12.5401
2.5939	-1.74689e-06	68.639	13.9345
2.59395	1.9505e-06	67.7489	15.3254
2.594	-1.75504e-06	66.8421	16.7126
2.59405	1.94229e-06	65.9188	18.0957
2.5941	-1.76328e-06	64.9792	19.4743
2.59415	1.93399e-06	64.0236	20.8481
2.5942	-1.77161e-06	63.0522	22.2167
2.59425	1.92561e-06	62.0652	23.5799
2.5943	-1.78002e-06	61.063	24.9373
2.59435	1.91715e-06	60.0456	26.2885
2.5944	-1.7885e-06	59.0134	27.6332
2.59445	1.90863e-06	57.9667	28.9711
2.5945	-1.79704e-06	56.9057	30.3018
2.59455	1.90005e-06	55.8306	31.6251
2.5946	-1.80563e-06	54.7418	32.9406
2.59465	1.89142e-06	53.6395	34.2479
2.5947	-1.81426e-06	52.5239	35.5468
2.59475	1.88275e-06	51.3953	36.8369
2.5948	-1.82294e-06	50.2541	38.118
2.59485	1.87405e-06	49.1005	39.3896
2.5949	-1.83164e-06	47.9348	40.6515
2.59495	1.86532e-06	46.7572	41.9034
2.595	-1.84036e-06	45.5681	43.1449
2.59505	1.85658e-06	44.3678	44.3758
2.5951	-1.84909e-06	43.1565	45.5957
2.59515	1.84784e-06	41.9345	46.8044
2.5952	-1.85782e-06	40.7023	48.0016
2.59525	1.8391e-06	39.4599	49.1869
2.5953	-1.86654e-06	38.2079	50.36
2.59535	1.83037e-06	36.9464	51.5208
2.5954	-1.87525e-06	35.6758	52.6688
2.59545	1.82166e-06	34.3964	53.8038
2.5955	-1.88393e-06	33.1085	54.9256
2.59555	1.81298e-06	31.8124	56.0338
2.5956	-1.89258e-06	30.5085	57.1282
2.59565	1.80433e-06	29.197	58.2085
2.5957	-1.90119e-06	27.8784	59.2744
2.59575	1.79573e-06	26.5529	60.3257
2.5958	-1.90975e-06	25.2208	61.3621
2.59585	1.78719e-06	23.8825	62.3834
2.5959	-1.91825e-06	22.5383	63.3893
2.59595	1.77871e-06	21.1886	64.3795
2.596	-1.92669e-06	19.8336	65.3539
2.59605	1.7703e-06	18.4737	66.3121
2.5961	-1.93505e-06	17.1093	67.254
2.59615	1.76196e-06	15.7406	68.1792
2.5962	-1.94332e-06	14.3681	69.0877
2.59625	1.75372e-06	12.992	69.9791
2.5963	-1.95151e-06	11.6127	70.8532
2.59635	1.74557e-06	10.2306	71.7099
2.5964	-1.95959e-06	8.8459	72.5489
2.59645	1.73753e-06	7.45904	73.3699
2.5965	-1.96757e-06	6.07034	74.1729
2.59655	1.72959e-06	4.68014	74.9575
2.5966	-1.97543e-06	3.28879	75.7237
2.59665	1.72178e-06	1.89663	76.4712
2.5967	-1.98317e-06	0.503993	77.1998
2.59675	1.71409e-06	-0.888761	77.9094
2.5968	-1.99078e-06	-2.2813	78.5997
2.59685	1.70654e-06	-3.67327	79.2707
2.5969	-1.99825e-06	-5.06434	79.922
2.59695	1.69913e-06	-6.45416	80.5537
2.597	-2.00557e-06	-7.84238	81.1655
2.59705	1.69187e-06	-9.22867	81.7573
2.5971	-2.01274e-06	-10.6127	82.3289
2.59715	1.68476e-06	-11.9941	82.8802
2.5972	-2.01975e-06	-13.3725	83.411
2.59725	1.67782e-06	-14.7477	83.9213
2.5973	-2.02659e-06	-16.1191	84.4108
2.59735	1.67105e-06	-17.4867	84.8795
2.5974	-2.03326e-06	-18.8499	85.3273
2.59745	1.66446e-06	-20.2084	85.754
2.5975	-2.03975e-06	-21.562	86.1596
2.59755	1.65805e-06	-22.9102	86.5439
2.5976	-2.04605e-06	-24.2528	86.9069
2.59765	1.65183e-06	-25.5895	87.2484
2.5977	-2.05216e-06	-26.9197	87.5683
2.59775	1.6458e-06	-28.2434	87.8667
2.5978	-2.05807e-06	-29.5601	88.1434
2.59785	1.63998e-06	-30.8695	88.3984
2.5979	-2.06378e-06	-32.1713	88.6315
2.59795	1.63437e-06	-33.4651	88.8428
2.598	-2.06927e-06	-34.7507	89.0321
2.59805	1.62897e-06	-36.0277	89.1995
2.5981	-2.07455e-06	-37.2958	89.3449
2.59815	1.62378e-06	-38.5547	89.4682
2.5982	-2.07961e-06	-39.8041	89.5695
2.59825	1.61883e-06	-41.0437	89.6486
2.5983	-2.08444e-06	-42.2732	89.7057
2.59835	1.6141e-06	-43.4922	89.7406
2.5984	-2.08904e-06	-44.7005	89.7533
2.59845	1.6096e-06	-45.8978	89.7439
2.5985	-2.09341e-06	-47.0837	89.7124
2.59855	1.60534e-06	-48.258	89.6587
2.5986	-2.09753e-06	-49.4204	89.583
2.59865	1.60132e-06	-50.5707	89.4851
2.5987	-2.10141e-06	-51.7084	89.3651
2.59875	1.59755e-06	-52.8334	89.2231
2.5988	-2.10505e-06	-53.9453	89.059
2.59885	1.59403e-06	-55.044	88.873
2.5989	-2.10843e-06	-56.129	88.6651
2.59895	1.59076e-06	-57.2002	88.4353
2.599	-2.11156e-06	-58.2573	88.1837
2.59905	1.58775e-06	-59.3001	87.9103
2.5991	-2.11443e-06	-60.3282	87.6152
2.59915	1.58499e-06	-61.3414	87.2985
2.5992	-2.11704e-06	-62.3394	86.9603
2.59925	1.5825e-06	-63.3221	86.6006
2.5993	-2.11938e-06	-64.2892	86.2195
2.59935	1.58027e-06	-65.2404	85.8172
2.5994	-2.12146e-06	-66.1755	85.3937
2.59945	1.57831e-06	-67.0943	84.9491
2.5995	-2.12328e-06	-67.9965	84.4835
2.59955	1.57662e-06	-68.882	83.9972
2.5996	-2.12482e-06	-69.7504	83.49
2.59965	1.5752e-06	-70.6016	82.9623
2.5997	-2.1261e-06	-71.4355	82.4142
2.59975	1.57405e-06	-72.2517	81.8457
2.5998	-2.1271e-06	-73.05	81.2569
2.59985	1.57317e-06	-73.8304	80.6482
2.5999	-2.12782e-06	-74.5925	80.0195
2.59995	1.57257e-06	-75.3362	79.3711
2.6	-2.12828e-06	-76.0614	78.7032
2.60005	1.57224e-06	-76.7677	78.0158
2.6001	-2.12846e-06	-77.4552	77.3091
2.60015	1.57218e-06	-78.1235	76.5834
2.6002	-2.12836e-06	-78.7725	75.8388
2.60025	1.5724e-06	-79.4021	75.0754
2.6003	-2.12799e-06	-80.0121	74.2936
2.60035	1.57289e-06	-80.6024	73.4934
2.6004	-2.12735e-06	-81.1728	72.6751
2.60045	1.57366e-06	-81.7232	71.8388
2.6005	-2.12643e-06	-82.2534	70.9848
2.60055	1.5747e-06	-82.7633	70.1134
2.6006	-2.12524e-06	-83.2527	69.2246
2.60065	1.57601e-06	-83.7217	68.3187
2.6007	-2.12378e-06	-84.1699	67.396
2.60075	1.57759e-06	-84.5975	66.4566
2.6008	-2.12205e-06	-85.0041	65.5009
2.60085	1.57945e-06	-85.3898	64.5289
2.6009	-2.12005e-06	-85.7544	63.5411
2.60095	1.58156e-06	-86.0978	62.5376
2.601	-2.11779e-06	-86.42	61.5186
2.60105	1.58395e-06	-86.7209	60.4845
2.6011	-2.11526e-06	-87.0003	59.4355
2.60115	1.58659e-06	-87.2583	58.3718
2.6012	-2.11247e-06	-87.4948	57.2936
2.60125	1.5895e-06	-87.7097	56.2014
2.6013	-2.10942e-06	-87.903	55.0953
2.60135	1.59267e-06	-88.0745	53.9756
2.6014	-2.10612e-06	-88.2243	52.8425
2.60145	1.59608e-06	-88.3524	51.6965
2.6015	-2.10256e-06	-88.4587	50.5376
2.60155	1.59975e-06	-88.5431	49.3664
2.6016	-2.09875e-06	-88.6057	48.1829
2.60165	1.60367e-06	-88.6464	46.9875
2.6017	-2.0947e-06	-88.6653	45.7806
2.60175	1.60783e-06	-88.6623	44.5623
2.6018	-2.09041e-06	-88.6374	43.3331
2.60185	1.61223e-06	-88.5906	42.0931
2.6019	-2.08588e-06	-88.522	40.8428
2.60195	1.61686e-06	-88.4315	39.5824
2.602	-2.08111e-06	-88.3192	38.3123
2.60205	1.62173e-06	-88.1851	37.0326
2.6021	-2.07612e-06	-88.0293	35.7439
2.60215	1.62682e-06	-87.8517	34.4463
2.6022	-2.07091e-06	-87.6525	33.1402
2.60225	1.63213e-06	-87.4316	31.826
2.6023	-2.06548e-06	-87.1892	30.5039
2.60235	1.63765e-06	-86.9253	29.1742
2.6024	-2.05983e-06	-86.6399	27.8374
2.60245	1.64339e-06	-86.3331	26.4937
2.6025	-2.05398e-06	-86.005	25.1435
2.60255	1.64932e-06	-85.6557	23.787
2.6026	-2.04793e-06	-85.2853	22.4247
2.60265	1.65546e-06	-84.8938	21.0569
2.6027	-2.04168e-06	-84.4814	19.6839
2.60275	1.66179e-06	-84.0482	18.306
2.6028	-2.03525e-06	-83.5942	16.9236
2.60285	1.66831e-06	-83.1195	15.537
2.6029	-2.02863e-06	-82.6244	14.1466
2.60295	1.675e-06	-82.1089	12.7527
2.603	-2.02183e-06	-81.5731	11.3556
2.60305	1.68187e-06	-81.0172	9.95574
2.6031	-2.01487e-06	-80.4413	8.55342
2.60315	1.6889e-06	-79.8456	7.149
2.6032	-2.00774e-06	-79.2301	5.74281
2.60325	1.69609e-06	-78.5952	4.33521
2.6033	-2.00046e-06	-77.9408	2.92653
2.60335	1.70344e-06	-77.2672	1.51714
2.6034	-1.99303e-06	-76.5745	0.107367
2.60345	1.71093e-06	-75.8629	-1.30243
2.6035	-1.98546e-06	-75.1326	-2.71191
2.60355	1.71855e-06	-74.3838	-4.12071
2.6036	-1.97775e-06	-73.6166	-5.5285
2.60365	1.72631e-06	-72.8313	-6.93493
2.6037	-1.96992e-06	-72.028	-8.33964
2.60375	1.73419e-06	-71.2069	-9.7423
2.6038	-1.96197e-06	-70.3682	-11.1426
2.60385	1.74218e-06	-69.5122	-12.5401
2.6039	-1.95391e-06	-68.639	-13.9345
2.60395	1.75028e-06	-67.7489	-15.3254
2.604	-1.94574e-06	-66.8421	-16.7126
2.60405	1.75848e-06	-65.9188	-18.0957
2.6041	-1.93749e-06	-64.9792	-19.4743
2.60415	1.76677e-06	-64.0236	-20.8481
2.6042	-1.92914e-06	-63.0522	-22.2167
2.60425	1.77514e-06	-62.0652	-23.5799
2.6043	-1.92072e-06	-61.063	-24.9373
2.60435	1.78358e-06	-60.0456	-26.2885
2.6044	-1.91223e-06	-59.0134	-27.6332
2.60445	1.79209e-06	-57.9667	-28.9711
2.6045	-1.90368e-06	-56.9057	-30.3018
2.60455	1.80066e-06	-55.8306	-31.6251
2.6046	-1.89507e-06	-54.7418	-32.9406
2.60465	1.80928e-06	-53.6395	-34.2479
2.6047	-1.88642e-06	-52.5239	-35.5468
2.60475	1.81793e-06	-51.3953	-36.8369
2.6048	-1.87774e-06	-50.2541	-38.118
2.60485	1.82662e-06	-49.1005	-39.3896
2.6049	-1.86902e-06	-47.9348	-40.6515
2.60495	1.83533e-06	-46.7572	-41.9034
2.605	-1.86029e-06	-45.5681	-43.1449
2.60505	1.84405e-06	-44.3678	-44.3758
2.6051	-1.85155e-06	-43.1565	-45.5957
2.60515	1.85279e-06	-41.9345	-46.8044
2.6052	-1.8428e-06	-40.7023	-48.0016
2.60525	1.86151e-06	-39.4599	-49.1869
2.6053	-1.83407e-06	-38.2079	-50.36
2.60535	1.87023e-06	-36.9464	-51.5208
2.6054	-1.82534e-06	-35.6758	-52.6688
2.60545	1.87893e-06	-34.3964	-53.8038
2.6055	-1.81665e-06	-33.1085	-54.9256
2.60555	1.8876e-06	-31.8124	-56.0338
2.6056	-1.80798e-06	-30.5085	-57.1282
2.60565	1.89623e-06	-29.197	-58.2085
2.6057	-1.79936e-06	-27.8784	-59.2744
2.60575	1.90481e-06	-26.5529	-60.3257
2.6058	-1.79079e-06	-25.2208	-61.3621
2.60585	1.91334e-06	-23.8825	-62.3834
2.6059	-1.78227e-06	-22.5383	-63.3893
2.60595	1.92181e-06	-21.1886	-64.3795
2.606	-1.77383e-06	-19.8336	-65.3539
2.60605	1.93021e-06	-18.4737	-66.3121
2.6061	-1.76545e-06	-17.1093	-67.254
2.60615	1.93853e-06	-15.7406	-68.1792
2.6062	-1.75716e-06	-14.3681	-69.0877
2.60625	1.94676e-06	-12.992	-69.9791
2.6063	-1.74897e-06	-11.6127	-70.8532
2.60635	1.9549e-06	-10.2306	-71.7099
2.6064	-1.74087e-06	-8.8459	-72.5489
